logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;somatorio_comodos;area_comodo;preco_area;Zona
Rua Teotônio Freire, 34;Ribeira; Natal; 000000330; 000075; 0003; 001; 01; 000000000002; 000000260000;5;15;3466;Zona Leste
Rua Lúcia Viveiros;Neópolis; Natal; 000000256; 000067; 0002; 001; 02; 000000000001; 000000300000;5;13;4477;Zona Sul  
Avenida Governador Sílvio Pedroza;Areia Preta; Natal; 000001400; 000180; 0003; 003; 05; 000000000003; 000000900000;11;16;5000;Zona Leste
Avenida Hermes da Fonseca;Petrópolis; Natal; 000001200; 000161; 0003; 003; 03; 000000000002; 000000550000;9;17;3416;Zona Leste
Avenida Engenheiro Roberto Freire, 3112;Ponta Negra; Natal; 000000500; 000056; 0002; 002; 03; 000000000001; 000000360000;7;8;6428;Zona Sul  
Rua Engenheiro Vulpiano Cavalcanti Filho;Rocas; Natal; 000000300; 000057; 0002; 001; 02; 000000000002; 000000250000;5;11;4385;Zona Leste
Avenida Nilo Peçanha, 289;Petrópolis; Natal; 000001200; 000245; 0003; 003; 04; 000000000003; 000001080000;10;24;4408;Zona Leste
Rua Ilha das Flores;Redinha; Natal; 000000350; 000075; 0003; 001; 02; 000000000002; 000000210000;6;12;2800;Zona Norte
Rua Alexandre Câmara, 1977;Capim Macio; Natal; 000000530; 000092; 0003; 001; 03; 000000000002; 000000450000;7;13;4891;Zona Sul  
Rua Morais Navarro, 247;Lagoa Nova; Natal; 000000640; 000166; 0004; 003; 03; 000000000002; 000000720000;10;16;4337;Zona Sul  
Avenida Capitão-mor Gouveia;Lagoa Nova; Natal; 000000330; 000087; 0003; 001; 02; 000000000002; 000000380000;6;14;4367;Zona Sul  
Avenida Amintas Barros, 990;Lagoa Nova; Natal; 000000350; 000056; 0002; 001; 02; 000000000001; 000000209000;5;11;3732;Zona Sul  
Avenida Engenheiro Roberto Freire;Ponta Negra; Natal; 000000500; 000112; 0004; 002; 03; 000000000002; 000000630000;9;12;5625;Zona Sul  
Rua da Lagosta;Ponta Negra; Natal; 000000300; 000054; 0002; 002; 02; 000000000001; 000000199000;6;9;3685;Zona Sul  
Rua da Lagosta;Ponta Negra; Natal; 000000500; 000094; 0003; 001; 03; 000000000002; 000000419000;7;13;4457;Zona Sul  
Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal; 000000438; 000055; 0002; 001; 02; 000000000001; 000000399000;5;11;7254;Zona Sul  
Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal; 000000408; 000055; 0002; 001; 02; 000000000001; 000000450000;5;11;8181;Zona Sul  
Avenida Presidente Getúlio Vargas, 788;Petrópolis; Natal; 000001123; 000045; 0001; 001; 01; 000000000001; 000000199000;3;15;4422;Zona Leste
Avenida Hermes da Fonseca, 1142;Tirol; Natal; 000001350; 000186; 0004; 003; 05; 000000000002; 000000750000;12;15;4032;Zona Leste
Rua Alice Azevedo, 30;Capim Macio; Natal; 000000300; 000056; 0002; 001; 02; 000000000001; 000000240000;5;11;4285;Zona Sul  
Rua Sergipe;Ponta Negra; Natal; 000000300; 000059; 0002; 001; 02; 000000000001; 000000265000;5;11;4491;Zona Sul  
Rua Missionário Gunnar Vingren, 1799;Capim Macio; Natal; 000000500; 000109; 0004; 002; 03; 000000000002; 000000499000;9;12;4577;Zona Sul  
Rua Conselheiro Brito Guerra, 1295;Tirol; Natal; 000000320; 000118; 0004; 001; 02; 000000000001; 000000220000;7;16;1864;Zona Leste
Rua dos Tororós, 730;Lagoa Nova; Natal; 000000950; 000170; 0004; 004; 04; 000000000003; 000001000000;12;14;5882;Zona Sul  
Rua Capitão Abdon Nunes, 824;Tirol; Natal; 000000380; 000056; 0002; 001; 02; 000000000001; 000000280000;5;11;5000;Zona Leste
Rua Praia Farol da Barra, 161;Ponta Negra; Natal; 000000600; 000055; 0002; 001; 02; 000000000001; 000000450000;5;11;8181;Zona Sul  
Avenida Prudente de Morais;Petrópolis; Natal; 000000600; 000151; 0003; 001; 03; 000000000001; 000000200000;7;21;1324;Zona Leste
Rua Jaguarari, 4850;Candelária; Natal; 000001500; 001200; 0006; 006; 08; 000000000008; 000004000000;20;60;3333;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000300; 000055; 0002; 001; 02; 000000000001; 000000180000;5;11;3272;Zona Sul  
Rua Alexandre Câmara, 1774;Capim Macio; Natal; 000000720; 000141; 0003; 003; 04; 000000000002; 000000820000;10;14;5815;Zona Sul  
Avenida Governador Sílvio Pedroza, 228;Areia Preta; Natal; 000000700; 000038; 0001; 001; 01; 000000000001; 000000180000;3;12;4736;Zona Leste
Avenida Xavier da Silveira;Tirol; Natal; 000001800; 000246; 0004; 004; 04; 000000000003; 000000850000;12;20;3455;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz;Ponta Negra; Natal; 000000250; 000059; 0002; 001; 02; 000000000001; 000000270000;5;11;4576;Zona Sul  
Rua Carapeba, 115;Ponta Negra; Natal; 000000310; 000060; 0002; 001; 02; 000000000001; 000000199000;5;12;3316;Zona Sul  
Rua Jaguarari, 4980;Candelária; Natal; 000001100; 000871; 0004; 004; 08; 000000000004; 000003200000;16;54;3673;Zona Sul  
Rua Engenheiro Octávio Tavares, 3790;Candelária; Natal; 000000650; 000320; 0004; 003; 06; 000000000002; 000000639000;13;24;1996;Zona Sul  
Rua Ciro Monteiro, 1180;Tirol; Natal; 000000800; 000113; 0003; 002; 04; 000000000002; 000000950000;9;12;8407;Zona Leste
Rua Tenente Olavo Francisco dos Santos, 100;Ponta Negra; Natal; 000000500; 000131; 0003; 003; 04; 000000000002; 000000580000;10;13;4427;Zona Sul  
Rua Major Jorge Martiniano, 22;Capim Macio; Natal; 000000500; 000087; 0003; 001; 02; 000000000002; 000000340000;6;14;3908;Zona Sul  
Rua Antônio Madruga, 0000;Capim Macio; Natal; 000000320; 000057; 0002; 001; 02; 000000000002; 000000260000;5;11;4561;Zona Sul  
Rua Aníbal Correia;Candelária; Natal; 000000700; 000109; 0003; 003; 04; 000000000002; 000000485000;10;10;4449;Zona Sul  
Rua General Gustavo Cordeiro de Faria;Petrópolis; Natal; 000001100; 000150; 0003; 003; 05; 000000000003; 000000700000;11;13;4666;Zona Leste
Rua Desembargador Dionísio Filgueira, 34;Petrópolis; Natal; 000000300; 000075; 0003; 001; 02; 000000000002; 000000270000;6;12;3600;Zona Leste
Rua Aldo de Melo Freire, 1460;Capim Macio; Natal; 000000640; 000109; 0003; 001; 03; 000000000002; 000000610000;7;15;5596;Zona Sul  
Avenida Nascimento de Castro, 1165;Lagoa Nova; Natal; 000000550; 000160; 0004; 003; 05; 000000000003; 000000750000;12;13;4687;Zona Sul  
Rua General Gustavo Cordeiro de Faria, 31;Petrópolis; Natal; 000001700; 000214; 0004; 004; 06; 000000000003; 000001200000;14;15;5607;Zona Leste
Rua Jaguarari, 4850;Candelária; Natal; 000001250; 000800; 0005; 005; 03; 000000000008; 000003000000;13;61;3750;Zona Sul  
Rua Joaquim Eduardo de Farias, 213;Ponta Negra; Natal; 000000220; 000055; 0002; 001; 02; 000000000001; 000000180000;5;11;3272;Zona Sul  
Avenida Prudente de Morais, 1034;Tirol; Natal; 000001000; 000208; 0004; 003; 05; 000000000004; 000001350000;12;17;6490;Zona Leste
Rua Jornalista Francisco Sinedino;Lagoa Nova; Natal; 000000500; 000117; 0003; 003; 05; 000000000002; 000000600000;11;10;5128;Zona Sul  
Avenida dos Caiapós, 2885;Pitimbu; Natal; 000000499; 000210; 0005; 003; 05; 000000000005; 000000650000;13;16;3095;Zona Sul  
Rua Professor Moura Rabelo, 1880;Candelária; Natal; 000001874; 000303; 0004; 004; 05; 000000000003; 000000950000;13;23;3135;Zona Sul  
Rua Ministro Mirabeau da Cunha Melo, 1917;Candelária; Natal; 000001870; 000386; 0004; 004; 06; 000000000004; 000001200000;14;27;3108;Zona Sul  
Rua Jornalista Francisco Sinedino, 108;Lagoa Nova; Natal; 000000500; 000116; 0003; 003; 04; 000000000002; 000000560000;10;11;4827;Zona Sul  
Rua Desembargador Adauto Maia, 1060;Lagoa Nova; Natal; 000000800; 000108; 0003; 003; 03; 000000000002; 000000425000;9;12;3935;Zona Sul  
Rua Antônio Farache;Capim Macio; Natal; 000000800; 000100; 0003; 003; 04; 000000000002; 000000450000;10;10;4500;Zona Sul  
Rua Lúcia Viveiros, 255;Neópolis; Natal; 000000300; 000067; 0002; 001; 02; 000000000001; 000000300000;5;13;4477;Zona Sul  
Avenida Engenheiro Roberto Freire, 4702;Ponta Negra; Natal; 000000900; 000117; 0004; 002; 04; 000000000002; 000000490000;10;11;4188;Zona Sul  
Rua Nelson Geraldo Freire, 800;Lagoa Nova; Natal; 000001200; 000550; 0004; 004; 06; 000000000002; 000003900000;14;39;7090;Zona Sul  
Avenida Deodoro da Fonseca, 454;Cidade Alta; Natal; 000000300; 000051; 0002; 001; 02; 000000000001; 000000240000;5;10;4705;Zona Leste
Rua Nelson Geraldo Freire, 4042;Candelária; Natal; 000001300; 000422; 0005; 005; 08; 000000000004; 000003200000;18;23;7582;Zona Sul  
Rua Fernando Barreto, 1452;Lagoa Nova; Natal; 000001200; 000241; 0004; 004; 06; 000000000003; 000000700000;14;17;2904;Zona Sul  
Avenida Governador Sílvio Pedroza, 200;Areia Preta; Natal; 000000781; 000086; 0002; 001; 03; 000000000002; 000000330000;6;14;3837;Zona Leste
Rua Eletricista Elias Ferreira, 2600;Candelária; Natal; 000000350; 000056; 0002; 001; 02; 000000000001; 000000250000;5;11;4464;Zona Sul  
Rua Morais Navarro;Lagoa Nova; Natal; 000000500; 000119; 0003; 003; 05; 000000000002; 000000650000;11;10;5462;Zona Sul  
Avenida Presidente Getúlio Vargas;Petrópolis; Natal; 000001200; 000290; 0003; 003; 05; 000000000003; 000000850000;11;26;2931;Zona Leste
Rua Valter Fernandes, 1853;Capim Macio; Natal; 000000550; 000120; 0004; 002; 04; 000000000002; 000000645000;10;12;5375;Zona Sul  
Rua Doutor Nizário Gurgel, 1999;Tirol; Natal; 000001400; 000237; 0004; 004; 06; 000000000003; 000000900000;14;16;3797;Zona Leste
Rua Júlio Gomes Moreira, 930;Barro Vermelho; Natal; 000000550; 000075; 0003; 001; 03; 000000000001; 000000270000;7;10;3600;Zona Leste
Rua Anísio de Souza, 2602;Candelária; Natal; 000001100; 000142; 0004; 002; 04; 000000000003; 000000700000;10;14;4929;Zona Sul  
Rua Professor Moura Rabelo, 1880;Candelária; Natal; 000001800; 000300; 0004; 004; 06; 000000000004; 000001200000;14;21;4000;Zona Sul  
Rua Assad Salha, 110;Lagoa Nova; Natal; 000000750; 000120; 0003; 001; 02; 000000000002; 000000650000;6;20;5416;Zona Sul  
Avenida Afonso Pena, 715;Tirol; Natal; 000000820; 000095; 0003; 001; 01; 000000000002; 000000390000;5;19;4105;Zona Leste
Rua Raimundo Juvino de Oliveira, 110;Lagoa Nova; Natal; 000000750; 000120; 0003; 001; 03; 000000000002; 000000460000;7;17;3833;Zona Sul  
Rua Açu;Tirol; Natal; 000001000; 000245; 0004; 003; 04; 000000000002; 000000600000;11;22;2448;Zona Leste
Rua Pinto Martins, 1011;Areia Preta; Natal; 000001300; 000280; 0004; 004; 06; 000000000005; 000001950000;14;20;6964;Zona Leste
Avenida Governador Sílvio Pedroza, 246;Areia Preta; Natal; 000001400; 000282; 0004; 004; 06; 000000000004; 000002500000;14;20;8865;Zona Leste
Avenida Engenheiro Roberto Freire, 4848;Ponta Negra; Natal; 000001750; 000060; 0002; 001; 02; 000000000001; 000000270000;5;12;4500;Zona Sul  
Avenida Engenheiro Roberto Freire, 4848;Ponta Negra; Natal; 000001000; 000056; 0001; 001; 01; 000000000001; 000000220000;3;18;3928;Zona Sul  
Rua Maxaranguape, 550;Tirol; Natal; 000001000; 000184; 0004; 003; 05; 000000000003; 000001000000;12;15;5434;Zona Leste
Rua Palmira Rêgo, 85;Tirol; Natal; 000001268; 000126; 0003; 003; 05; 000000000002; 000000650000;11;11;5158;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000300; 000059; 0002; 001; 02; 000000000001; 000000270000;5;11;4576;Zona Sul  
Avenida Rui Barbosa;Tirol; Natal; 000001000; 000186; 0004; 004; 05; 000000000003; 000001050000;13;14;5645;Zona Leste
Avenida Governador Sílvio Pedroza, 150;Areia Preta; Natal; 000000998; 000164; 0003; 003; 05; 000000000002; 000000850000;11;14;5182;Zona Leste
Avenida Governador Sílvio Pedroza, 314;Areia Preta; Natal; 000001300; 000180; 0003; 003; 05; 000000000003; 000000850000;11;16;4722;Zona Leste
Rua Manoel Messias Soares, 47;Capim Macio; Natal; 000000120; 000038; 0001; 001; 01; 000000000001; 000000125000;3;12;3289;Zona Sul  
Rua Dom José Tomaz, 1025;Tirol; Natal; 000002200; 000410; 0005; 004; 06; 000000000004; 000002000000;15;27;4878;Zona Leste
Rua Fabrício Pedroza;Areia Preta; Natal; 000001000; 000400; 0004; 004; 05; 000000000003; 000002500000;13;30;6250;Zona Leste
Avenida Rodrigues Alves, 410;Tirol; Natal; 000002700; 000335; 0004; 004; 06; 000000000003; 000002200000;14;23;6567;Zona Leste
Rua Feliciano Coelho, 366;Petrópolis; Natal; 000002000; 000400; 0005; 005; 08; 000000000004; 000002300000;18;22;5750;Zona Leste
Avenida Nascimento de Castro, 2455;Lagoa Nova; Natal; 000000550; 000160; 0004; 003; 05; 000000000003; 000000750000;12;13;4687;Zona Sul  
Rua Desportista Jeremias Pinheiro da Câmara Filho;Ponta Negra; Natal; 000000850; 000060; 0002; 001; 02; 000000000001; 000000220000;5;12;3666;Zona Sul  
Rua da Lagosta, 155;Ponta Negra; Natal; 000000260; 000054; 0002; 002; 02; 000000000001; 000000265000;6;9;4907;Zona Sul  
Rua Acari, 10;Lagoa Nova; Natal; 000000500; 000098; 0003; 002; 04; 000000000002; 000000430000;9;10;4387;Zona Sul  
Rua Fabrício Pedroza;Areia Preta; Natal; 000001600; 000406; 0004; 004; 06; 000000000004; 000002529000;14;29;6229;Zona Leste
Avenida Nilo Peçanha;Petrópolis; Natal; 000001400; 000245; 0004; 004; 06; 000000000003; 000001080000;14;17;4408;Zona Leste
Avenida Ayrton Senna, 100;Capim Macio; Natal; 000000880; 000169; 0003; 002; 04; 000000000002; 000000399000;9;18;2360;Zona Sul  
Rua Maxaranguape, 550;Tirol; Natal; 000000900; 000186; 0004; 004; 05; 000000000003; 000000990000;13;14;5322;Zona Leste
Avenida Prudente de Morais;Lagoa Nova; Natal; 000000320; 000057; 0002; 001; 02; 000000000001; 000000275000;5;11;4824;Zona Sul  
Rua Desportista Jeremias Pinheiro da Câmara Filho, 500;Ponta Negra; Natal; 000000800; 000166; 0003; 002; 03; 000000000002; 000000399000;8;20;2403;Zona Sul  
Rua General Gustavo Cordeiro de Farias;Petrópolis; Natal; 000000900; 000203; 0003; 003; 04; 000000000004; 000000990000;10;20;4876;Zona Leste
Rua Padre João Damasceno, 1894;Lagoa Nova; Natal; 000000560; 000111; 0003; 003; 05; 000000000002; 000000680000;11;10;6126;Zona Sul  
Rua Fabrício Pedroza;Areia Preta; Natal; 000001928; 000406; 0004; 004; 06; 000000000004; 000002480000;14;29;6108;Zona Leste
Rua Lúcia Viveiros, 649;Neópolis; Natal; 000000430; 000117; 0004; 002; 03; 000000000002; 000000520000;9;13;4444;Zona Sul  
Rua Ismael Pereira da Silva;Capim Macio; Natal; 000000400; 000091; 0003; 001; 02; 000000000002; 000000453775;6;15;4986;Zona Sul  
Rua Doutor Manoel Dantas;Petrópolis; Natal; 000000001; 000503; 0004; 004; 06; 000000000004; 000003595000;14;35;7147;Zona Leste
Avenida Presidente Getúlio Vargas, 450;Petrópolis; Natal; 000000001; 000480; 0005; 005; 05; 000000000004; 000005295000;15;32;11031;Zona Leste
Rua Carnaúba dos Dantas;Lagoa Nova; Natal; 000000200; 000162; 0003; 001; 02; 000000000003; 000000432500;6;27;2669;Zona Sul  
Rua Teotônio Freire, 544;Ribeira; Natal; 000000270; 000075; 0003; 001; 02; 000000000002; 000000250000;6;12;3333;Zona Leste
Rua Jaguarari, 1539;Candelária; Natal; 000000450; 000106; 0003; 003; 04; 000000000003; 000000410000;10;10;3867;Zona Sul  
Rua Missionário Gunnar Vingren, 1904;Capim Macio; Natal; 000000400; 000109; 0004; 002; 04; 000000000002; 000000530000;10;10;4862;Zona Sul  
Rua Desembargador Régulo Tinoco, 1016;Barro Vermelho; Natal; 000000900; 000154; 0003; 001; 03; 000000000003; 000000450000;7;22;2922;Zona Leste
Avenida Nilo Peçanha, 301;Petrópolis; Natal; 000000820; 000160; 0003; 001; 03; 000000000002; 000000570000;7;22;3562;Zona Leste
Rua Mossoró, 425;Tirol; Natal; 000000480; 000095; 0003; 001; 02; 000000000001; 000000250000;6;15;2631;Zona Leste
Rua Vereador Manoel Sátiro;Ponta Negra; Natal; 000001620; 000180; 0004; 002; 05; 000000000001; 000001300000;11;16;7222;Zona Sul  
Rua Doutor Manoel Dantas, 479;Petrópolis; Natal; 000000900; 000118; 0003; 003; 04; 000000000002; 000000550000;10;11;4661;Zona Leste
Rua Ismael Pereira da Silva, 1756;Capim Macio; Natal; 000000210; 000065; 0002; 001; 01; 000000000001; 000000150000;4;16;2307;Zona Sul  
Rua pastor galdino breloz, 1401;Capim Macio; Natal; 000000480; 000080; 0003; 001; 02; 000000000001; 000000250000;6;13;3125;Zona Sul  
Rua General Gustavo Cordeiro de Faria, 473;Petrópolis; Natal; 000000850; 000150; 0004; 002; 04; 000000000003; 000000750000;10;15;5000;Zona Leste
Rua Vereador Manoel Sátiro;Ponta Negra; Natal; 000000550; 000056; 0002; 001; 01; 000000000001; 000000280000;4;14;5000;Zona Sul  
Avenida Antônio Basílio, 3784;Lagoa Nova; Natal; 000001500; 000262; 0004; 003; 06; 000000000003; 000000950000;13;20;3625;Zona Sul  
Rua Ministro Miguel Seabra Fagundes, 647;Pitimbu; Natal; 000000320; 000057; 0002; 001; 02; 000000000001; 000000200000;5;11;3508;Zona Sul  
Rua Maria Auxiliadora, 773;Tirol; Natal; 000000594; 000058; 0002; 001; 02; 000000000001; 000000209000;5;11;3603;Zona Leste
Avenida Amintas Barros, 3678;Lagoa Nova; Natal; 000001391; 000200; 0003; 002; 05; 000000000003; 000000735000;10;20;3675;Zona Sul  
Rua Desembargador José Gomes da Costa, 1884;Capim Macio; Natal; 000000300; 000055; 0002; 001; 02; 000000000002; 000000300000;5;11;5454;Zona Sul  
Rua das Perdizes, 7979;Pitimbu; Natal; 000000250; 000056; 0002; 001; 01; 000000000001; 000000205000;4;14;3660;Zona Sul  
Avenida Almirante Alexandrino de Alencar;Tirol; Natal; 000000450; 000098; 0003; 001; 03; 000000000002; 000000520000;7;14;5306;Zona Leste
Rua Raimundo Juvino de Oliveira, 2484;Lagoa Nova; Natal; 000000650; 000119; 0003; 001; 03; 000000000002; 000000485000;7;17;4075;Zona Sul  
Avenida Campos Sales;Petrópolis; Natal; 000001200; 000163; 0004; 004; 05; 000000000004; 000001050000;13;12;6441;Zona Leste
Avenida Governador Juvenal Lamartine, 326;Tirol; Natal; 000000650; 000100; 0003; 002; 03; 000000000002; 000000390000;8;12;3900;Zona Leste
Avenida Nilo Peçanha, 300;Petrópolis; Natal; 000001100; 000188; 0004; 002; 04; 000000000002; 000000480000;10;18;2553;Zona Leste
Rua Ismael Pereira da Silva, 1863;Capim Macio; Natal; 000000700; 000142; 0004; 004; 06; 000000000003; 000000590000;14;10;4154;Zona Sul  
Rua Antônio Madruga;Capim Macio; Natal; 000000270; 000055; 0002; 001; 02; 000000000002; 000000269000;5;11;4890;Zona Sul  
Avenida Marechal Floriano Peixoto;Petrópolis; Natal; 000000350; 000056; 0002; 001; 02; 000000000002; 000000250000;5;11;4464;Zona Leste
Rua Deputado Clóvis Motta, 3078;Lagoa Nova; Natal; 000002000; 000400; 0005; 005; 06; 000000000004; 000001950000;16;25;4875;Zona Sul  
Rua da Lagosta;Ponta Negra; Natal; 000001300; 000280; 0004; 004; 06; 000000000004; 000000950000;14;20;3392;Zona Sul  
Rua Desembargador Régulo Tinoco, sn;Barro Vermelho; Natal; 000000500; 000100; 0003; 003; 03; 000000000002; 000000400000;9;11;4000;Zona Leste
Rua Doutor Ewerton Dantas Cortez;Tirol; Natal; 000001200; 000240; 0003; 003; 05; 000000000002; 000000780000;11;21;3250;Zona Leste
Rua Jundiaí;Tirol; Natal; 000000250; 000057; 0002; 001; 02; 000000000001; 000000300000;5;11;5263;Zona Leste
Rua Doutor Antônio Severiano da Câmara;Lagoa Nova; Natal; 000000700; 000113; 0003; 003; 03; 000000000002; 000000550000;9;12;4867;Zona Sul  
Avenida Governador Sílvio Pedroza, 246;Areia Preta; Natal; 000001500; 000288; 0004; 004; 06; 000000000004; 000002500000;14;20;8680;Zona Leste
Rua Francisco Simplício;Ponta Negra; Natal; 000000470; 000093; 0003; 002; 03; 000000000002; 000000300000;8;11;3225;Zona Sul  
Avenida Governador Juvenal Lamartine, 326;Tirol; Natal; 000000650; 000100; 0002; 002; 03; 000000000002; 000000400000;7;14;4000;Zona Leste
Avenida Governador Sílvio Pedroza, 1;Areia Preta; Natal; 000002500; 000317; 0004; 004; 06; 000000000003; 000000950000;14;22;2996;Zona Leste
Rua Missionário Gunnar Vingren, 1904;Capim Macio; Natal; 000000430; 000109; 0004; 002; 03; 000000000002; 000000550000;9;12;5045;Zona Sul  
Rua Vereador João Alves da Silva Filho;Tirol; Natal; 000000300; 000060; 0002; 001; 02; 000000000001; 000000330000;5;12;5500;Zona Leste
Rua Maria Auxiliadora;Tirol; Natal; 000001700; 000217; 0003; 003; 05; 000000000002; 000000850000;11;19;3917;Zona Leste
Rua das Perdizes, 8005;Pitimbu; Natal; 000000230; 000058; 0002; 001; 02; 000000000001; 000000215000;5;11;3706;Zona Sul  
;Dix-sept Rosado; Natal; 000000450; 000079; 0003; 003; 03; 000000000002; 000000370000;9;8;4683;Vazio     
;Lagoa Nova; Natal; 000000430; 000079; 0003; 001; 01; 000000000002; 000000220000;5;15;2784;Zona Sul  
;Petrópolis; Natal; 000000520; 000103; 0003; 001; 01; 000000000002; 000000480000;5;20;4660;Zona Leste
;Candelária; Natal; 000001000; 000186; 0003; 003; 01; 000000000001; 000000599990;7;26;3225;Zona Sul  
;Candelária; Natal; 000000850; 000101; 0002; 001; 01; 000000000002; 000000410000;4;25;4059;Zona Sul  
;Candelária; Natal; 000001000; 000186; 0003; 003; 01; 000000000003; 000000600000;7;26;3225;Zona Sul  
;Lagoa Nova; Natal; 000001000; 000098; 0003; 001; 02; 000000000002; 000000270000;6;16;2755;Zona Sul  
;Ponta Negra; Natal; 000000228; 000055; 0002; 001; 02; 000000000001; 000000200000;5;11;3636;Zona Sul  
;Ponta Negra; Natal; 000001300; 000040; 0001; 001; 01; 000000000001; 000000200000;3;13;5000;Zona Sul  
